,alpha_c,transpiration
2002-09-11,0.723474383354187,1.0499405048221273
2002-09-12,0.6768035292625427,1.4979458307308458
2002-09-13,0.618730902671814,1.4335468636808129
2002-09-14,0.602642297744751,1.4728193400085574
2002-09-15,0.529267430305481,1.429657249310948
2002-09-16,0.7169230580329895,0.11031245416407905
2002-09-17,0.7033213376998901,1.2215128571044311
2002-09-18,0.9626255631446838,1.0428477942208891
2002-09-19,1.0007386207580566,1.1652743380877246
2002-09-20,1.0165908336639404,1.9102154822569801
2002-09-21,1.045924186706543,2.521684344461458
2002-09-22,0.7335423231124878,1.7062249765983422
2002-09-23,0.7175599336624146,2.1315502596208957
2002-09-24,0.7212492227554321,1.9136421795077652
2002-09-25,0.7699311971664429,1.6216727931990724
2002-09-26,4.002531051635742,2.743682009760582
2002-09-27,3.855956554412842,3.4598075975427562
2002-09-28,3.129356861114502,1.0259764740949395
2002-09-29,3.4053077697753906,1.540430974376082
2002-09-30,1.4256761074066162,0.6708606508737712
2002-10-01,1.234909176826477,1.1902344851029096
2002-10-02,0.9391353130340576,0.6972335431462774
2002-10-03,1.0988795757293701,0.570900175325893
2002-10-04,0.9186676740646362,1.1846045758688781
2002-10-05,0.9383113384246826,1.5244074445361513
2002-10-06,0.7048926949501038,1.6433858399790902
2002-10-07,0.6953901648521423,1.6703394825599849
2002-10-08,0.9233718514442444,1.8977395407656588
2002-10-09,0.9676102995872498,1.360511643261989
2002-10-10,0.9751055836677551,2.317860181329383
2002-10-11,0.9420003294944763,1.892842537270602
2002-10-12,5.905730724334717,1.244229797881966
2002-10-13,5.688864231109619,1.5921612638018876
2002-10-14,5.257984161376953,1.15075955497406
2002-10-15,4.774628162384033,0.8104437343458111
2002-10-16,0.8217333555221558,1.754510477308664
2002-10-17,0.8520357012748718,1.8027695370629635
2002-10-18,0.67805016040802,1.493132850082458
2002-10-19,0.8729790449142456,1.3953594184821898
2002-10-20,2.478166103363037,1.9582214561993576
2002-10-21,1.9017889499664307,1.1750446071174505
2002-10-22,2.371891498565674,1.4520992747087607
2002-10-23,1.939366102218628,1.3843687425388629
2002-10-24,0.8103193640708923,2.3823468813555473
2002-10-25,0.7924946546554565,1.183061754804445
2002-10-26,0.8106120228767395,2.1891752194780287
2002-10-27,0.8444569110870361,1.5894067618233374
2002-10-28,0.7180951833724976,2.103344118939438
2002-10-29,0.5582433938980103,1.8934282526650166
2002-10-30,0.7019509077072144,2.091545485391119
2002-10-31,0.7507683038711548,2.101650278592115
2002-11-01,0.6819783449172974,2.2028830080017534
2002-11-02,0.6521356105804443,1.8742730358676107
2002-11-03,0.7668559551239014,1.9117014316185261
2002-11-04,0.7542735934257507,1.612740853493203
2002-11-05,0.7713743448257446,1.9806649359295605
2002-11-06,0.6873888969421387,2.39528128945453
2002-11-07,0.5773918628692627,2.1093600327298447
2002-11-08,0.655046820640564,2.2949690987750793
2002-11-09,0.7237707376480103,2.6001109535422935
2002-11-10,0.7821162939071655,2.2760160925732356
2002-11-11,0.5824151039123535,2.2035237949259243
2002-11-12,0.692467212677002,2.1042497247927407
2002-11-13,0.8264083862304688,2.5674398647062375
2002-11-14,0.8221777677536011,2.6051144958106405
2002-11-15,0.8201420307159424,2.709362055180448
2002-11-16,0.6612288951873779,2.478363720100903
2002-11-17,0.6464142799377441,2.506742837412077
2002-11-18,0.736507773399353,2.5423319338728723
2002-11-19,0.8249800205230713,2.1108095317680653
2002-11-20,0.8599403500556946,2.2076614973106237
2002-11-21,0.7933896780014038,2.843437601974225
2002-11-22,0.7773603796958923,2.6505238615513487
2002-11-23,0.5835598707199097,2.1204269805103944
2002-11-24,0.7883520722389221,1.9358926179167475
2002-11-25,0.8517323136329651,1.6993384846300514
2002-11-26,0.7845423221588135,1.0978733677989454
2002-11-27,0.7961504459381104,2.677707919210961
2002-11-28,0.828471302986145,2.858737493614159
2002-11-29,0.7873494625091553,2.3724671904353967
2002-11-30,0.8300812244415283,2.3820606437151906
2002-12-01,0.7539050579071045,2.790124275354135
2002-12-02,0.6706549525260925,2.6959990012621384
2002-12-03,0.6828216910362244,2.318586115557726
2002-12-04,0.7919546961784363,1.7686667045388464
2002-12-05,0.7447645664215088,1.8152472222456915
2002-12-06,0.7630596160888672,1.9896504389900753
2002-12-07,0.675428032875061,2.3872679512262605
2002-12-08,0.7110555768013,2.5261040917490933
2002-12-09,0.769730806350708,2.1424220640627207
2002-12-10,0.7769441604614258,2.735811212752731
2002-12-11,0.7715075016021729,2.701864509144641
2002-12-12,0.8043510913848877,2.597316643238421
2002-12-13,0.8208715915679932,3.211468064989522
2002-12-14,0.7026161551475525,3.0123324782431267
2002-12-15,0.6514648199081421,2.705412878875626
2002-12-16,0.6665288805961609,3.0635033118648853
2002-12-17,0.6433356404304504,2.6373655714340716
2002-12-18,0.7257896661758423,3.07868608830141
2002-12-19,0.6353737115859985,2.9275101749671175
2002-12-20,0.6528463363647461,2.925481333654643
2002-12-21,0.5679070949554443,2.5443617843833977
2002-12-22,0.7779117822647095,2.7046549928300854
2002-12-23,0.8152623176574707,3.1443927227902515
2002-12-24,0.8212443590164185,3.214391930467454
2002-12-25,0.8097843527793884,3.3152798456743313
2002-12-26,0.7725567817687988,3.2648219885962946
2002-12-27,0.7630347609519958,2.2314081179257426
2002-12-28,0.5784266591072083,1.7777755241279767
2002-12-29,0.527957558631897,1.0704528669317486
2002-12-30,0.632434606552124,1.7964958696979563
2002-12-31,6.978888034820557,1.4647751401431741
2003-01-01,0.7535136938095093,1.8084026899940586
2003-01-02,0.7550195455551147,2.233804735447039
2003-01-03,0.7493091821670532,2.5508083851910275
2003-01-04,0.7464148998260498,3.1511845303001573
2003-01-05,0.7152161002159119,2.841900872774413
2003-01-06,0.5897544026374817,2.6038684933822265
2003-01-07,0.5622379779815674,2.159551357855457
2003-01-08,0.7963268756866455,2.0434728869306915
2003-01-09,0.7737085819244385,3.1456261486685113
2003-01-10,0.78421950340271,3.1150541010215087
2003-01-11,0.6578997373580933,2.9320808041373034
2003-01-12,0.5780779123306274,2.5587121756555655
2003-01-13,0.5813021063804626,1.7149585361780824
2003-01-14,0.7512495517730713,2.678324373682326
2003-01-15,0.8366439342498779,2.760010640418653
2003-01-16,0.8214516639709473,2.999516498382968
2003-01-17,0.6246708035469055,2.585534868638401
2003-01-18,0.7297541499137878,2.8301453738222446
2003-01-19,0.62528395652771,2.470340723324218
2003-01-20,0.5961480140686035,2.268746195216854
2003-01-21,0.7382700443267822,2.9118086861261476
2003-01-22,0.7788084745407104,2.9387360088018366
2003-01-23,0.6922543048858643,2.869838056821396
2003-01-24,0.5255361795425415,2.3680469796160137
2003-01-25,0.5179314613342285,2.148750401555908
2003-01-26,0.7395204901695251,2.5241189415780605
2003-01-27,0.7570309638977051,2.8052146933200657
2003-01-28,0.7179163098335266,2.990114519408411
2003-01-29,0.5447798371315002,2.4065111959530254
2003-01-30,0.7713041305541992,0.9114472389613224
2003-01-31,0.7632187604904175,2.322420714886491
2003-02-01,0.7552648782730103,3.0948117234310635
2003-02-02,0.741058349609375,2.761744281304506
2003-02-03,0.6571505069732666,2.4632116046779458
2003-02-04,0.5785495042800903,2.1113997528327504
2003-02-05,0.72784823179245,1.9128336210279577
2003-02-06,0.784555196762085,3.071185715666923
2003-02-07,0.6754274368286133,2.586661954211562
2003-02-08,0.7702950239181519,2.7188273714424813
2003-02-09,0.7839926481246948,2.8359015963918703
2003-02-10,0.7898603677749634,2.6245928925160724
2003-02-11,0.7831671237945557,2.562320199306889
2003-02-12,0.6869627833366394,2.3322097826685573
2003-02-13,0.7896089553833008,2.240171594532053
2003-02-14,0.7483142018318176,2.405395452573536
2003-02-15,0.7527194023132324,2.2646318681437396
2003-02-16,0.8270427584648132,0.7391280135851804
2003-02-17,0.7600117921829224,2.0389277840890414
2003-02-18,0.7769725322723389,2.446755720316037
2003-02-19,0.7889131307601929,2.37834643953362
2003-02-20,0.7552372813224792,1.9101938824818296
2003-02-21,0.804352343082428,0.7384372331546027
2003-02-22,0.753801167011261,2.1913315535892615
2003-02-23,0.6880928874015808,1.7491836204271258
2003-02-24,0.6883276700973511,2.5865457756267953
2003-02-25,0.7339098453521729,2.8636031403411493
2003-02-26,0.7754006385803223,2.720420783379052
2003-02-27,0.7781025767326355,2.822703175384844
2003-02-28,0.8384411334991455,1.6059030115844746
2003-03-01,0.8420330286026001,2.3943435316129444
2003-03-02,0.8803719282150269,1.5998145556531431
2003-03-03,0.8959641456604004,2.6461154061783296
2003-03-04,0.8634925484657288,2.905495469872748
2003-03-05,0.8773782253265381,2.566805921234673
2003-03-06,0.7546766996383667,2.144283894348443
2003-03-07,0.6815242767333984,2.1369422573556984
2003-03-08,0.8139560222625732,2.591565373279753
2003-03-09,0.8400202989578247,2.224610940401231
2003-03-10,0.9307228326797485,2.0940095914595114
2003-03-11,0.8593250513076782,2.5404080595101735
2003-03-12,0.7196062803268433,2.1783193465097974
2003-03-13,0.7857729196548462,2.0821668118310055
2003-03-14,0.8523688316345215,2.7055048897955962
2003-03-15,0.8533774614334106,1.520725545067687
2003-03-16,0.8140790462493896,2.531709479290954
2003-03-17,0.6256508827209473,1.9920262184758433
2003-03-18,0.667801022529602,1.0529177336098958
2003-03-19,1.1467220783233643,1.6452726439756142
2003-03-20,1.1318142414093018,1.046987827283425
2003-03-21,1.2198237180709839,0.7949059822498056
2003-03-22,0.8435743451118469,0.9866277160571363
2003-03-23,0.8482827544212341,1.5203812564519128
2003-03-24,0.8074902296066284,1.959098013736435
2003-03-25,0.7724385261535645,2.1040972257755373
2003-03-26,0.8494684100151062,2.1205589561639084
2003-03-27,0.8449423909187317,2.450400512016272
2003-03-28,0.8776156306266785,1.8648650860674278
2003-03-29,0.8873826265335083,1.6839469323532017
2003-03-30,0.8793079257011414,1.7474155273404148
2003-03-31,0.9046706557273865,2.299849604626809
2003-04-01,0.8911962509155273,2.308758692351618
2003-04-02,0.8683942556381226,0.705496863392481
2003-04-03,1.0039589405059814,0.5530744762253295
2003-04-04,1.027036190032959,1.7159744617005175
2003-04-05,1.0352213382720947,1.8833941719099812
2003-04-06,0.8393608331680298,1.2366081294350277
2003-04-07,0.8108152151107788,1.6454629008930708
2003-04-08,0.8659994602203369,0.39312027308453196
2003-04-09,0.8604221940040588,1.5322498723574254
2003-04-10,0.8077934384346008,1.8066932662563824
2003-04-11,0.9606155157089233,0.6767777296193904
2003-04-12,0.8868896961212158,1.1392654191729115
2003-04-13,0.9565683603286743,0.13501197524288255
2003-04-14,0.9619629979133606,1.055348172871385
2003-04-15,0.7220190763473511,0.32556401906876536
2003-04-16,0.7455082535743713,0.5085207482357561
2003-04-17,0.7462447285652161,1.5557461111323712
2003-04-18,0.7764835357666016,1.5573562808530836
2003-04-19,1.0732979774475098,1.6648582077760792
2003-04-20,1.0541319847106934,1.5128568225857792
2003-04-21,1.0336456298828125,1.552277665842064
2003-04-22,1.0430810451507568,1.358270049374878
2003-04-23,1.1658928394317627,1.5736587897483956
2003-04-24,1.170440912246704,0.8710746228555177
2003-04-25,1.1831421852111816,1.6658751881813003
2003-04-26,1.1598799228668213,1.4044028106479938
2003-04-27,0.8476183414459229,0.6773939610695938
2003-04-28,0.8121874928474426,1.1923113657525872
2003-04-29,0.7968114614486694,1.102740710712167
2003-04-30,0.8341752290725708,0.5431533927989348
2003-05-01,1.0905005931854248,1.3174004937329165
2003-05-02,1.0815927982330322,0.7274914800203779
2003-05-03,1.0570015907287598,0.4152912420434958
2003-05-04,1.081387996673584,0.9813164415182106
2003-05-05,0.7467712163925171,1.0673930550364596
2003-05-06,0.739768385887146,0.9932220674568458
2003-05-07,0.7509771585464478,0.7183265608821385
2003-05-08,0.7572951316833496,0.8517624238628977
2003-05-09,2.4320292472839355,0.70188582290729
2003-05-10,1.9903337955474854,0.5807731007145757
2003-05-11,2.0178375244140625,0.2773073635471237
2003-05-12,2.303154230117798,0.23907253834597475
2003-05-13,0.8077452182769775,1.114144814707837
2003-05-14,0.7870261669158936,0.6163629409244655
2003-05-15,0.7769383192062378,0.3914921394304218
2003-05-16,0.787842869758606,0.6053428672596474
2003-05-17,4.666189193725586,0.43784299980094055
2003-05-18,4.603947162628174,0.5086275966087044
2003-05-19,4.558255672454834,0.47505398250408265
2003-05-20,4.87087869644165,0.7331722449310897
2003-05-21,3.3707165718078613,0.4548912523964692
2003-05-22,4.713103294372559,0.7716707078376946
2003-05-23,5.068594455718994,0.8395197639054941
2003-05-24,5.699680805206299,1.0613254058521748
2003-05-25,0.7723820209503174,0.841597418524243
2003-05-26,0.7908594012260437,0.4731176585944251
2003-05-27,0.7905715703964233,0.5878547089092447
2003-05-28,0.78214430809021,0.5636349893593562
2003-05-29,5.8597025871276855,0.3692218378043397
2003-05-30,8.707520484924316,0.38899929484739204
2003-05-31,8.621389389038086,0.8052518560737812
2003-06-01,7.2157206535339355,0.3047431627423579
2003-06-02,5.05853796005249,0.30292079699229524
2003-06-03,4.731536865234375,0.123709547265469
2003-06-04,4.85636568069458,0.3698126432342184
2003-06-05,4.551636219024658,0.36043337931722813
2003-06-06,4.43491792678833,0.002604713909022483
2003-06-07,4.3333210945129395,0.14314608245687782
2003-06-08,4.286327838897705,0.1153957771571974
2003-06-09,4.334624767303467,0.1844228750756662
2003-06-10,1.2364258766174316,0.26019972648047046
2003-06-11,1.2434842586517334,0.21438024626730443
2003-06-12,1.206387996673584,0.4335299117875548
2003-06-13,1.1811671257019043,0.22337382425306845
2003-06-14,9.755796432495117,0.9171353531744333
2003-06-15,8.611523628234863,0.46515426890123396
2003-06-16,9.223864555358887,0.6799532319345699
2003-06-17,9.450852394104004,0.8737635931376025
2003-06-18,4.554693698883057,0.0
2003-06-19,4.588115215301514,0.0
2003-06-20,4.623979091644287,0.0
2003-06-21,4.4912943840026855,0.0
2003-06-22,1.1451319456100464,0.23734504272489332
2003-06-23,1.1620004177093506,0.27780384095884847
2003-06-24,1.1703559160232544,0.1313209985942549
2003-06-25,1.1462769508361816,0.3462758663418821
2003-06-26,4.352944374084473,0.1576461513717624
2003-06-27,4.262928485870361,0.10847383308214072
2003-06-28,4.1612629890441895,0.09026182565338706
2003-06-29,4.433535099029541,0.10423869206599551
2003-06-30,2.00673770904541,0.3768155557808587
2003-07-01,1.8121864795684814,0.3548992613211176
2003-07-02,1.7647335529327393,0.32303137545825755
2003-07-03,1.7631378173828125,0.6302128810376185
2003-07-04,0.7317919731140137,0.5530507528947403
2003-07-05,0.7287631034851074,0.26635406601323613
2003-07-06,0.7028324007987976,0.3123818322967053
2003-07-07,0.7462640404701233,0.48154684299620204
2003-07-08,1.1173007488250732,0.6111627260398834
2003-07-09,1.0943384170532227,0.7065201552514522
2003-07-10,1.080533504486084,0.38128316767123194
2003-07-11,1.0327917337417603,0.31732604806760567
2003-07-12,1.0537090301513672,0.7383095918645299
2003-07-13,1.0850385427474976,0.3862391641789712
2003-07-14,1.0648753643035889,0.21822141800821013
2003-07-15,1.0891908407211304,0.9674614605119133
2003-07-16,0.7419294714927673,0.2836294742707299
2003-07-17,0.7455134391784668,0.4192452556012447
2003-07-18,0.7516489624977112,0.44514084718382546
2003-07-19,0.7665722370147705,0.25476849780131827
2003-07-20,1.7010300159454346,0.36302810858755113
2003-07-21,1.7178864479064941,0.40775908253607873
2003-07-22,1.7521300315856934,0.028388169446235293
2003-07-23,1.4531357288360596,0.13333231314923136
2003-07-24,1.9851021766662598,0.38059846710148154
2003-07-25,1.839622974395752,0.325928012875865
2003-07-26,2.0221071243286133,0.2267214171760372
2003-07-27,2.225536584854126,0.2634357653740681
2003-07-28,0.6452320218086243,0.856361755581026
2003-07-29,0.6540905237197876,0.5628616530656746
2003-07-30,0.6742092370986938,0.4119812118995998
2003-07-31,0.702704906463623,0.44050112273453135
2003-08-01,0.6890056133270264,0.5538051636866497
2003-08-02,0.6732177734375,0.5708976303027217
2003-08-03,0.666736364364624,0.6544995323004644
2003-08-04,0.6135013699531555,0.5381812056849756
2003-08-05,5.1547369956970215,0.2742398406098167
2003-08-06,5.078790187835693,0.1779717396256982
2003-08-07,5.085741996765137,0.44972964172178576
2003-08-08,4.967838764190674,0.5310928108260071
2003-08-09,0.6877018809318542,0.5503422365956874
2003-08-10,0.6680160164833069,0.914933151052553
2003-08-11,0.7071993947029114,0.30367439645674815
2003-08-12,0.6627027988433838,1.149755185366247
2003-08-13,0.8002415895462036,0.5561477019541138
2003-08-14,0.8111805319786072,0.5449393838867794
2003-08-15,0.8510864973068237,0.733865077605189
2003-08-16,0.8363585472106934,0.9267425489909765
2003-08-17,1.1064722537994385,1.0980532038836999
2003-08-18,1.1060532331466675,0.7092394025811476
2003-08-19,1.124870777130127,0.6289413796026776
2003-08-20,1.1292197704315186,1.077263841246623
2003-08-21,0.9275987148284912,0.31275479396297773
2003-08-22,0.9327782988548279,0.9539757072156273
2003-08-23,0.8360494375228882,0.8151336453832936
2003-08-24,0.7950385212898254,0.20998149799933813
2003-08-25,0.6260838508605957,0.6470145575042516
2003-08-26,0.6629219651222229,0.9617566960616497
2003-08-27,0.6667290329933167,0.7357178521207244
2003-08-28,0.6260694265365601,0.5679164527459122
2003-08-29,1.0942583084106445,1.250090567020996
2003-08-30,1.1055519580841064,1.2381666357203294
2003-08-31,1.121476173400879,0.3960937127360533
2003-09-01,1.1814289093017578,0.805928167830324
2003-09-02,0.594689130783081,0.6512305315622146
2003-09-03,0.6179796457290649,0.7110329788453321
2003-09-04,0.5588634014129639,1.0872230371286815
2003-09-05,0.6440807580947876,0.9409214526880895
2003-09-06,0.7049946188926697,0.4388908766897567
2003-09-07,0.675625741481781,0.960039473143827
2003-09-08,0.6364431381225586,1.3863211248436271
2003-09-09,0.6879452466964722,1.6044974411685493
2003-09-10,0.7356789112091064,1.207662786984968
2003-09-11,0.6741747856140137,1.5773581381236035
2003-09-12,0.6527541875839233,1.1011687135175425
2003-09-13,0.6632053852081299,1.2343176975035965
2003-09-14,1.2735774517059326,1.0138231635205883
2003-09-15,1.2456107139587402,0.9983962064171134
2003-09-16,1.2470037937164307,0.40812693441308967
2003-09-17,1.215045690536499,0.8145437909609695
2003-09-18,0.6991515159606934,0.7913474992572258
2003-09-19,0.7015202641487122,1.2669405747621725
2003-09-20,0.6773937344551086,1.7853502772959353
2003-09-21,0.694360077381134,1.6080178126940694
2003-09-22,0.9576886892318726,1.2563218221758823
2003-09-23,0.9092233777046204,1.971056999772997
2003-09-24,0.8603626489639282,1.190966848379149
2003-09-25,0.9292418360710144,1.2337149387173483
2003-09-26,0.9179732203483582,1.2878413192833063
2003-09-27,0.9452046155929565,1.2359277476083863
2003-09-28,0.9040195345878601,1.9525212105002476
2003-09-29,0.9605916738510132,1.3819123412019392
2003-09-30,0.9270663857460022,1.8429465606575441
2003-10-01,0.8543796539306641,0.4081935446777692
2003-10-02,0.8149778246879578,0.6150122146566971
2003-10-03,0.8392369747161865,0.8441943754923025
2003-10-04,0.6768413782119751,1.6584333854494617
2003-10-05,0.6823731064796448,1.6534288007281535
2003-10-06,0.6782841682434082,1.4339640540158138
2003-10-07,0.6742303371429443,2.3870540187267975
2003-10-08,1.0528318881988525,1.2929291835927583
2003-10-09,1.0334450006484985,1.433867783329008
2003-10-10,1.0253865718841553,1.5674173295862255
2003-10-11,1.066291093826294,1.6921239228337421
2003-10-12,0.7978538870811462,1.5873351323036766
2003-10-13,0.7496066093444824,1.6826020488541897
2003-10-14,0.7204313278198242,2.191296120779813
2003-10-15,0.7652174830436707,1.70694207241196
2003-10-16,0.712539553642273,1.424060449571956
2003-10-17,0.6816422939300537,1.9112878922536476
2003-10-18,0.608433723449707,1.6776647540269696
2003-10-19,0.6806638240814209,0.8022887311636819
2003-10-20,1.1692497730255127,1.02610592478576
2003-10-21,1.0902045965194702,0.49146562955680134
2003-10-22,1.0850131511688232,1.0963832653262389
2003-10-23,1.1400877237319946,1.5814581399128564
2003-10-24,4.449911594390869,1.6394931930663081
2003-10-25,2.8662240505218506,1.0887972309215863
2003-10-26,3.20314359664917,1.19622362973189
2003-10-27,3.897245407104492,1.2520235451948432
2003-10-28,3.632864475250244,0.636735396284413
2003-10-29,4.597797393798828,1.5772539320481245
2003-10-30,5.0524396896362305,1.4192770786393265
2003-10-31,3.8452022075653076,1.5312320952597622
2003-11-01,0.7037479877471924,1.7746764405679123
2003-11-02,0.6715912222862244,2.0364443752814494
2003-11-03,0.7193925976753235,1.8249629572047266
2003-11-04,0.6178391575813293,1.9216011758408578
2003-11-05,0.5787382125854492,1.6696964177659726
2003-11-06,0.7016915678977966,2.173025719578361
2003-11-07,0.7376902103424072,2.3735621772507614
2003-11-08,0.7567578554153442,2.3864959007813127
2003-11-09,0.769389808177948,2.3404323821431423
2003-11-10,0.7733703851699829,2.472184383850218
2003-11-11,0.7695567607879639,2.6778838258913105
2003-11-12,0.7972686290740967,2.359311605243165
2003-11-13,0.7964898347854614,2.78795847673772
2003-11-14,0.6664679050445557,2.442271317040303
2003-11-15,0.6363801956176758,2.0428303421138607
2003-11-16,0.8593106865882874,2.730948588110525
2003-11-17,0.6973155736923218,2.356082061702332
2003-11-18,0.729272723197937,2.558869573926853
2003-11-19,0.6351774334907532,2.419792539074301
2003-11-20,0.736841082572937,1.9005560702193462
2003-11-21,0.6783077716827393,2.1809757526708418
2003-11-22,0.6984610557556152,0.9755340720732781
2003-11-23,0.6608729362487793,1.6371875662244815
2003-11-24,0.6767004132270813,2.0141687706453366
2003-11-25,0.7166626453399658,2.2000774401400665
2003-11-26,0.7140130400657654,2.6033029635187
2003-11-27,0.6625414490699768,2.6167748217392575
2003-11-28,0.5919564962387085,2.394140558897176
2003-11-29,0.49233096837997437,2.0996848658581047
2003-11-30,0.7136684656143188,2.338506892125326
2003-12-01,0.7618904113769531,2.8846345423819892
2003-12-02,0.7222472429275513,2.5298566522159533
2003-12-03,0.7147594094276428,2.9321188702117995
2003-12-04,0.6549960970878601,2.1123550579529384
2003-12-05,0.6933540105819702,2.758869771007722
2003-12-06,0.6988759636878967,2.8559255708564324
2003-12-07,0.7741514444351196,2.5513494701750257
2003-12-08,0.6704479455947876,2.0260166199072147
2003-12-09,0.5817215442657471,1.9365765663441807
2003-12-10,0.679646372795105,1.7036873082968669
2003-12-11,0.719413161277771,1.9407827379980596
2003-12-12,0.7385276556015015,1.7231039289075936
2003-12-13,0.7668269872665405,1.9246436929911124
2003-12-14,0.7145217657089233,3.171151234725729
2003-12-15,0.5718573331832886,2.6752155282067136
2003-12-16,0.5071136951446533,2.1513621491330586
2003-12-17,0.5657879114151001,2.181189334564099
2003-12-18,0.674532413482666,2.481707013926975
2003-12-19,0.6359796524047852,1.9351257142852065
2003-12-20,0.6586770415306091,1.4084655650338624
2003-12-21,0.571716845035553,1.3785935420644533
2003-12-22,0.6105553507804871,1.4656140147864496
2003-12-23,0.6146115660667419,2.4990866085422216
2003-12-24,0.5016286969184875,2.1870804867674973
2003-12-25,0.5934248566627502,2.4619195440153794
2003-12-26,0.6695396304130554,2.61782210006476
2003-12-27,0.6644014120101929,2.61683483200749
2003-12-28,0.5795393586158752,2.551684504236852
2003-12-29,0.5029428005218506,1.7423337656888853
2003-12-30,0.5131751298904419,2.5406407566759577
2003-12-31,0.5943509340286255,2.7493749511523364
2004-01-01,0.6325737237930298,2.9098435865486088
2004-01-02,0.6007134318351746,2.8101872583621494
2004-01-03,0.5592755079269409,2.3232056754173116
2004-01-04,0.7535980939865112,1.137438435453716
2004-01-05,1.3169852495193481,1.303494175408932
2004-01-06,2.151216983795166,1.1511736240382604
2004-01-07,2.611384391784668,1.5601788345606402
2004-01-08,2.1314597129821777,1.775370454207487
2004-01-09,0.7640832662582397,2.981159530499637
2004-01-10,0.7364547252655029,2.2933815250390817
2004-01-11,0.7812753319740295,2.77179827083592
2004-01-12,0.7751767635345459,2.9108196545832152
2004-01-13,0.6366122961044312,2.7396155097281176
2004-01-14,0.7284165620803833,2.9254835055458894
2004-01-15,0.706771194934845,2.9949102167588215
2004-01-16,0.631278395652771,2.87482075158564
2004-01-17,0.8181843757629395,1.7432120313500916
2004-01-18,0.7662622928619385,2.7179339621301937
2004-01-19,0.5774580240249634,2.373504406107768
2004-01-20,0.5936373472213745,2.110626228026712
2004-01-21,0.6461877226829529,2.6163941193526714
2004-01-22,0.7591409683227539,3.129001933065978
2004-01-23,0.7480038404464722,2.9826508256213415
